,code,name,ss,trade
1005,2020,ANTA SPORTS      HKD   ,3023000,20038502
1006,2028,JOLIMARK         HKD   ,476000,430800
1007,2033,TIME WATCH       HKD   ,8788000,8283800
1008,2038,FIH              HKD   ,9732844,28610925
1009,2039,CIMC             HKD  ,475000,6395990
1010,2068,CHALIECO         HKD   ,20000,80000
1011,2078,PANASIALUM       HKD   ,3054010,6352000
1012,2083,CHINAFLOORING    HKD   ,726000,1141870
1013,2088,XIWANG SUGAR     HKD   ,638000,495160
1014,2098,ZALL DEV         HKD   ,1044000,3107980
1015,2099,CHINAGOLDINTL    HKD  ,66900,1878830
1016,2118,TIAN SHAN DEV    HKD   ,1528000,2922720
1017,2121,FIRST CHEM       HKD   ,399000,662240
1018,2123,GOLDEN SHIELD    HKD   ,848000,284980
1019,2128,CHINA LIANSU     HKD   ,4426000,20086240
1020,2133,CH POLYMETAL     HKD   ,105000,142800
1021,2168,YINGDE GASES     HKD   ,2026000,18104575
1022,2178,PETRO-KING       HKD   ,2426000,11017166
1023,2188,TITANS ENERGY    HKD   ,20000,9300
1024,2196,FOSUN PHARMA     HKD  ,9754400,134889175
1025,2198,CHINA SANJIANG   HKD   ,1621000,6150810
1026,2200,HOSA INT'L       HKD   ,1616000,4183680
1027,2208,GOLDWIND         HKD   ,5196000,24068626
1028,2218,ANDRE JUICE      HKD   ,42900,128979
1029,2222,NVC LIGHTING     HKD   ,15155000,26474780
1030,2223,CASABLANCA       HKD   ,3913000,8457140
1031,2228,CECEP COSTIN     HKD   ,1254000,4142010
1032,2233,WESTCHINACEMENT  HKD   ,14632000,19399680
1033,2236,WISON ENGRG      HKD   ,617000,2317840
1034,2238,GAC GROUP        HKD   ,5210295,33879370
1035,2266,DORSETT          HKD   ,1343999,2977642
1036,2268,YOUYUAN HLDGS    HKD   ,928000,2271110
1037,2282,MGM CHINA        HKD  ,5004584,84694260
1038,2288,RYKADAN CAPITAL  HKD   ,52000,76450
1039,2299,BILLION IND      HKD   ,858500,4438507
1040,2300,AMVIG HOLDINGS   HKD   ,416000,1213480
1041,2302,CNNC INT'L       HKD   ,25000,50250
1042,2307,KAM HING INT'L   HKD   ,292000,208520
1043,2310,FOREBASE INTL    HKD   ,208000,246280
1044,2312,CH FIN LEASING   HKD   ,538000,70850
1045,2313,SHENZHOU INTL    HKD  ,2255000,48622525
1046,2314,LEE &amp; MAN PAPER  HKD   ,3116800,18995837
1047,2317,VEDAN INT'L      HKD   ,1408000,741000
1048,2318,PING AN          HKD  ,11976305,724673876
1049,2319,MENGNIU DAIRY    HKD  ,8984300,194098060
1050,2322,NOBLE CENTURY    HKD   ,220000,56350
1051,2324,CAPITAL VC       HKD   ,14390000,1128720
1052,2326,BEP INT'L HOLD   HKD   ,100000,11800
1053,2328,PICC P&amp;C         HKD  ,33555047,341567503
1054,2330,CHINA UPTOWN     HKD   ,2232000,967200
1055,2331,LI NING          HKD   ,4218788,19692297
1056,2333,GREATWALL MOTOR  HKD  ,11127656,302810175
1057,2336,SUNLINK INT'L    HKD   ,1970000,509050
1058,2338,WEICHAI POWER    HKD  ,3165606,82860504
1059,2340,SYNERGIS HOLD    HKD   ,4460,3911
1060,2341,ECOGREEN         HKD   ,2486000,3782680
1061,2342,COMBA            HKD   ,14240427,38905617
1062,2343,PACIFIC BASIN    HKD   ,3818000,17385080
1063,2345,SHANGHAI PRIME   HKD   ,1084000,1122320
1064,2348,DAWNRAYS PHARMA  HKD   ,352000,696320
1065,2349,WATER PROPERTY   HKD   ,592000,375920
1066,2355,BAOYE GROUP      HKD   ,456000,2567940
1067,2356,DAHSING BANKING  HKD  ,1663892,18013970
1068,2357,AVICHINA         HKD   ,28012000,107590984
1069,2362,JINCHUAN INTL    HKD   ,3272000,5289970
1070,2366,QJY MEDIA-NEW    HKD   ,231294,82639
1071,2368,EAGLE NICE       HKD   ,340000,572960
1072,2369,CHINA WIRELESS   HKD   ,54966000,140844552
1073,2371,C ORI CULTURE    HKD   ,21540000,5651280
1074,2380,CHINA POWER      HKD   ,7284000,18427477
1075,2382,SUNNY OPTICAL    HKD   ,11256000,98060678
1076,2383,TOM GROUP        HKD   ,163000,136880
1077,2388,BOC HONG KONG    HKD  ,27604694,721877002
1078,2389,GENVON GROUP     HKD   ,824000,216552
1079,2398,GOOD FRIEND      HKD   ,8000,20660
1080,2488,LAUNCH TECH      HKD   ,58000,549165
1081,2600,CHALCO           HKD   ,14645456,45795944
1082,2601,CPIC             HKD  ,7159152,187165078
1083,2607,SH PHARMA        HKD  ,1265500,21130260
1084,2618,TCL COMM         HKD   ,599640,1386359
1085,2623,CH ZHONGSHENG    HKD   ,36000,93640
1086,2626,HNC              HKD   ,12890000,31176160
1087,2628,CHINA LIFE       HKD  ,45428549,942502780
1088,2662,FITTEC           HKD   ,154000,40310
1089,2678,TEXHONG TEXTILE  HKD   ,410000,3084460
1090,2688,ENN ENERGY       HKD  ,4223000,179324522
1091,2689,ND PAPER         HKD   ,11300400,84525770
1092,2698,WEIQIAO TEXTILE  HKD   ,1515500,6526327
1093,2700,GREEN INTL HLDG  HKD   ,5160000,1044200
1094,2722,CHONGQING M&amp;E    HKD   ,4882000,5517500
1095,2727,SH ELECTRIC      HKD   ,11822000,36338870
1096,2728,SHINHINT         HKD   ,12000,4800
1097,2777,R&amp;F PROPERTIES   HKD  ,9363600,120594480
1098,2778,CHAMPION REIT    HKD   ,10967909,44222805
1099,2789,YUANDA CHINA     HKD   ,1704000,1381980
1100,2800,TRACKER FUND     HKD  ,12924886,294081745
1101,2801,ISHARES CHINA    HKD  ,55200,1086308
1102,2802,ISHARES EM ASIA  HKD  ,200,8540
1103,2819,ABF HK IDX ETF   HKD ,2000,205850
1104,2821,ABF PAIF         USD ,3320,430361
1105,2822,CSOP A50 ETF     HKD  ,59804800,628495618
1106,2823,X ISHARES A50    HKD  ,130818499,1415313972
1107,2824,LIPPO HK&amp;M PROP  HKD  ,7800,315910
1108,2827,X WISECSI300ETF  HKD  ,1015800,28638740
1109,2828,HS H-SHARE ETF   HKD ,3338083,368312522
1110,2829,X ISHARES A FIN  HKD  ,6000,70030
1111,2833,HS HSI ETF       HKD ,4500,1022680
1112,2836,ISHARES INDIA    HKD  ,721400,11006100
1113,2839,WISE HKLMREAL    HKD   ,1000,6520
1114,2840,SPDR GOLD TRUST  HKD,9630,11546060
1115,2841,X ISHARES A STA  HKD  ,2200,37668
1116,2844,X DBCSI300FIN    HKD   ,520600,5187872
1117,2846,X ISHARESCSI300  HKD  ,1000,22250
1118,2866,CSCL             HKD   ,21009000,46001910
1119,2868,BJ CAPITAL LAND  HKD   ,3006000,8847140
1120,2877,SHINEWAY PHARM   HKD  ,1134000,15786360
1121,2878,SOLOMON SYSTECH  HKD   ,1098000,230786
1122,2880,DALIAN PORT      HKD   ,2782000,4998680
1123,2882,HKRH             HKD   ,9369104,1782110
1124,2883,CHINA OILFIELD   HKD  ,10802287,177016359
1125,2888,STANCHART        HKD ,249130,50265959
1126,2889,CNR HOLDINGS     HKD   ,3224000,1641120
1127,2899,ZIJIN MINING     HKD   ,17836294,46127764
1128,2984,AMCO UNITED      HKD   ,303800,61013
1129,2985,ICUBE TECH       HKD   ,138000,27600
1130,2986,HAITONG INT RTS  HKD   ,4612139,3123557
1131,3001,X ISHARES A DIS  HKD  ,2000,28880
1132,3002,POLARISTAIWAN50  HKD  ,3000,33300
1133,3006,X ISHARES A INF  HKD   ,2000,19600
1134,3010,ISHARES APEX 50  HKD  ,200,7970
1135,3020,X DBMSCIUSA      HKD ,2385,713718
1136,3029,X XIE MALAY      HKD   ,21300,183096
1137,3039,X ISHARES A MAT  HKD   ,100,963
1138,3041,VALUE KOREA ETF  HKD  ,700,20055
1139,3046,VALUE CHINA ETF  HKD  ,400,14970
1140,3049,X DBCSI300       HKD   ,1874700,11789223
1141,3057,X DBCSI300HEAL   HKD  ,35000,489800
1142,3061,X DBCSI300BANK   HKD  ,49000,503340
1143,3070,PING AN HKDIV    HKD  ,300,6735
1144,3072,PING AN HKMID    HKD  ,3000,66000
1145,3081,VALUE GOLD ETF   HKD  ,31100,1225465
1146,3084,VALUE JAPAN ETF  HKD  ,115500,1400610
1147,3087,X DBFTSEVIET     HKD ,10270,2034676
1148,3100,EFUND CSI100     HKD  ,286100,8739235
1149,3117,ETFS SILVER      HKD ,1010,224238
1150,3118,HGI MSCI CN A    HKD  ,122800,1335204
1151,3119,ETFS PLATINUM    HKD,2,2446
1152,3188,CAM CSI300       HKD  ,4610400,146906670
1153,3300,CHINA GLASS      HKD   ,2324000,2604560
1154,3303,JUTAL OIL SER    HKD   ,26960000,54650820
1155,3308,GOLDEN EAGLE     HKD  ,3477000,48366938
1156,3311,CHINA STATE CON  HKD  ,1956404,20770426
1157,3322,WIN HANVERKY     HKD   ,1192000,1118940
1158,3323,CNBM             HKD  ,63960278,642150755
1159,3328,BANKCOMM         HKD   ,16570931,100241732
1160,3330,LINGBAO GOLD     HKD   ,155000,452690
1161,3331,VINDA INT'L      HKD  ,6410000,70466560
1162,3333,EVERGRANDE       HKD   ,329378506,1051924860
1163,3335,DBA TELECOM      HKD   ,144000,655920
1164,3336,JU TENG INTL     HKD   ,5661001,27320958
1165,3337,ANTON OILFIELD   HKD   ,19198000,105022350
1166,3339,LONKING          HKD   ,11737000,20318010
1167,3344,ADDCHANCE        HKD   ,1362000,1451100
1168,3355,ASMC             HKD   ,804000,269330
1169,3360,FE HORIZON       HKD   ,8246000,43683310
1170,3363,ZHENGYE INT'L    HKD   ,282000,200700
1171,3366,OCT (ASIA)       HKD   ,94000,362720
1172,3368,PARKSON GROUP    HKD   ,4945000,23277797
1173,3377,SINO-OCEAN LAND  HKD   ,12262125,57480268
1174,3378,XIAMEN PORT      HKD   ,1216000,1292520
1175,3382,TIANJINPORT DEV  HKD   ,2977018,3435811
1176,3383,AGILE PROPERTY   HKD   ,14786000,137095128
1177,3389,HENGDELI         HKD   ,30017000,65688510
1178,3393,WASION GROUP     HKD   ,1480000,6847140
1179,3398,CHINA TING       HKD   ,13789372,6781237
1180,3399,GD NY LOGISTICS  HKD   ,50000,90110
1181,3618,CQRC BANK        HKD   ,9212000,39567177
1182,3633,ZHONGYU GAS      HKD   ,1527000,4193760
1183,3663,XIEZHONG INTL    HKD   ,56000,53200
1184,3666,XIAO NAN GUO     HKD   ,550000,739880
1185,3669,YONGDA AUTO      HKD   ,130000,1050397
1186,3683,GREAT HARVEST    HKD   ,35000,41350
1187,3688,TOP SPRING       HKD   ,204500,1159715
1188,3777,C FIBER OPTIC    HKD   ,14592000,16822560
1189,3778,CHINA WEAVING    HKD   ,116000,100280
1190,3788,CHINA HANKING    HKD   ,51000,96920
1191,3800,GCL-POLY ENERGY  HKD   ,77561295,126134385
1192,3808,SINOTRUK         HKD   ,1082500,4728655
1193,3813,POU SHENG INT'L  HKD   ,164000,79335
1194,3816,KFM KINGDOM      HKD   ,2268000,3099520
1195,3818,CHINA DONGXIANG  HKD   ,14600000,17485495
1196,3823,TECH PRO         HKD   ,3708000,10987320
1197,3828,MING FAI INT'L   HKD   ,100000,82010
1198,3833,XINXIN MINING    HKD   ,1443000,2409560
1199,3838,CHINA STARCH     HKD   ,1650000,367040
1200,3883,CHINA AOYUAN     HKD   ,9550000,16112570
1201,3886,TOWN HEALTH      HKD   ,6455940,3718161
1202,3888,KINGSOFT         HKD   ,7379000,52092589
1203,3889,GLOBAL SWEET     HKD   ,86000,50900
1204,3898,CSR TIMES ELEC   HKD  ,2878000,65095954
1205,3899,CIMC ENRIC       HKD   ,2110000,18796800
1206,3900,GREENTOWN CHINA  HKD  ,7715794,109040273
1207,3918,NAGACORP         HKD   ,3988454,25696288
1208,3933,UNITED LAB       HKD   ,2659505,9354122
1209,3939,WANGUO MINING    HKD   ,582000,1363380
1210,3948,YITAI COAL       HKD  ,832740,36061467
1211,3968,CM BANK          HKD  ,14639742,251066563
1212,3983,CHINA BLUECHEM   HKD   ,4308795,20791425
1213,3988,BANK OF CHINA    HKD   ,519041793,1881642861
1214,3989,NEW ENV ENERGY   HKD   ,3098400,840048
1215,3993,CMOC             HKD   ,7567000,26408940
1216,3998,BOSIDENG         HKD   ,5360000,13163990
1217,3999,DACHAN FOOD      HKD   ,230000,260710
1218,4208,HKGB IBOND 1407  HKD ,15800,1626680
1219,4214,HKGB IBOND 1506  HKD ,203000,21524625
1220,6030,CITIC SEC        HKD  ,7954494,138456161
1221,6210,VALE COMMON-DRS  HKD ,1000,134800
1222,6808,SUNART RETAIL    HKD  ,8254000,88013515
1223,6823,HKT-SS           HKD   ,4647214,35297845
1224,6828,C PRINT POWER    HKD   ,862000,1352260
1225,6830,HUAZHONG HLDG    HKD   ,6090000,8080260
1226,6837,HAITONG SEC      HKD  ,11322896,125196146
1227,6838,WINOX            HKD   ,986000,1065740
1228,6868,TENFU            HKD   ,44000,183180
1229,6880,OTO HOLDINGS     HKD   ,606000,414420
1230,6883,MELCO CROWN      HKD  ,21300,1265550
